SaleID,CustomerID,ProductID,EmployeeID,Quantity,SaleDate,Price_x,TotalAmount,CustomerName,Age,Country,JoinDate,ProductName,Category,Price_y,EmployeeName,Department,HireDate,SaleMonth
1469,387,599,28,1,2023-07-08,13.56,13.56,Huda Shami,38,UAE,2021-11-09,Burger_599,Food,13.56,Noor Saleh,Sales,2018-07-12,7
1470,970,773,259,4,2021-01-20,16.82,67.28,Hassan Darwish,20,Jordan,2020-07-26,Novel_773,Books,16.82,Tariq Barakat,Sales,2017-12-29,1
1471,1413,748,77,1,2021-05-04,29.67,29.67,Ahmad Al-Smadi,39,Saudi Arabia,2023-01-11,Children Book_748,Books,29.67,Majed Omari,Management,2015-09-09,5
1472,1006,123,194,2,2022-11-06,1187.18,2374.36,Ahmad Omari,38,Saudi Arabia,2022-03-30,Headphones_123,Electronics,1187.18,Noor Haddad,Sales,2024-03-28,11
1473,218,420,35,1,2023-08-17,41.0,41.0,Rami Haddad,32,Qatar,2022-01-04,Juice_420,Food,41.0,Aya Saleh,HR,2016-12-25,8
1474,1725,566,114,1,2022-06-29,42.44,42.44,Tariq Barakat,25,Jordan,2021-04-16,Pizza_566,Food,42.44,Sara Haddad,IT,2015-03-22,6
1475,1005,216,62,2,2021-07-04,143.91,287.82,Ali Khoury,41,Saudi Arabia,2022-03-31,Dress_216,Clothing,143.91,Huda Najjar,Sales,2024-07-31,7
1476,1370,420,52,1,2023-09-13,41.0,41.0,Hassan Omari,26,Jordan,2022-12-12,Juice_420,Food,41.0,Mona Haddad,Sales,2022-07-27,9
1477,1254,709,116,1,2021-01-20,75.12,75.12,Majed Khoury,38,Egypt,2020-08-24,Children Book_709,Books,75.12,Ahmad Ayoub,HR,2018-08-28,1
1478,255,551,47,4,2021-10-09,36.89,147.56,Aya Khoury,19,Egypt,2023-04-16,Burger_551,Food,36.89,Ali Haddad,Support,2019-05-13,10
1479,236,966,101,1,2023-03-17,602.64,602.64,Huda Rabie,41,UAE,2020-04-25,Sofa_966,Furniture,602.64,Salma Najjar,HR,2017-09-27,3
1480,1050,877,279,4,2021-07-30,208.72,834.88,Mona Darwish,48,Saudi Arabia,2022-12-10,Chair_877,Furniture,208.72,Zain Omari,IT,2020-06-11,7
1481,1608,228,107,2,2021-09-09,151.97,303.94,Sara Al-Momani,51,Jordan,2022-09-24,Dress_228,Clothing,151.97,Tariq Omari,Sales,2015-12-14,9
1482,1285,237,35,1,2023-04-30,69.56,69.56,Khaled Khoury,27,Egypt,2021-08-27,Dress_237,Clothing,69.56,Aya Saleh,HR,2016-12-25,4
1483,1790,644,288,2,2022-12-24,37.45,74.9,Yousef Saleh,48,Egypt,2020-10-19,Science Book_644,Books,37.45,Tariq Al-Momani,Sales,2016-07-12,12
1484,271,330,2,2,2023-05-10,187.16,374.32,Farah Rabie,49,Jordan,2020-10-06,Shoes_330,Clothing,187.16,Noor Rabie,HR,2022-05-31,5
1485,123,833,239,3,2023-06-28,400.1,1200.3,Aya Al-Momani,49,Saudi Arabia,2021-02-08,Chair_833,Furniture,400.1,Farah Ayoub,HR,2017-04-01,6
1486,656,469,272,1,2022-08-17,13.54,13.54,Rami Shami,35,Egypt,2022-08-28,Pizza_469,Food,13.54,Salma Omari,Sales,2017-02-25,8
1487,1281,680,144,1,2022-03-31,41.3,41.3,Rami Masri,36,Egypt,2021-05-28,Children Book_680,Books,41.3,Sara Masri,Sales,2020-07-27,3
1488,1680,487,92,4,2021-03-28,38.0,152.0,Salma Qasem,30,Saudi Arabia,2020-03-28,Juice_487,Food,38.0,Rania Ayoub,HR,2019-04-08,3
1489,1445,549,221,4,2023-04-07,27.4,109.6,Rania Barakat,38,UAE,2023-01-06,Juice_549,Food,27.4,Yousef Haddad,IT,2017-05-22,4
1490,259,579,54,3,2022-07-01,5.84,17.52,Rania Najjar,39,UAE,2022-12-13,Chocolate_579,Food,5.84,Khaled Al-Momani,HR,2022-05-27,7
1491,948,623,228,3,2022-09-14,19.91,59.73,Noor Al-Smadi,28,Jordan,2020-03-21,Science Book_623,Books,19.91,Khaled Qasem,HR,2020-12-22,9
1492,47,415,33,1,2021-11-25,24.19,24.19,Rania Barakat,30,Jordan,2021-10-30,Burger_415,Food,24.19,Khaled Ayoub,Management,2015-05-28,11
1493,863,219,214,1,2022-02-16,36.45,36.45,Ali Saleh,50,Saudi Arabia,2022-06-07,Dress_219,Clothing,36.45,Lina Rabie,Management,2015-03-18,2
1494,525,721,136,3,2022-08-27,17.92,53.76,Farah Qasem,27,Jordan,2020-10-30,Science Book_721,Books,17.92,Omar Haddad,Sales,2016-02-05,8
1495,888,381,248,1,2021-02-16,27.83,27.83,Huda Barakat,31,Jordan,2023-08-04,Shoes_381,Clothing,27.83,Aya Al-Momani,Sales,2018-05-14,2
1496,208,87,53,1,2022-05-19,373.34,373.34,Rami Khoury,40,Jordan,2021-03-25,Monitor_87,Electronics,373.34,Huda Haddad,Sales,2020-07-02,5
1497,1335,461,64,1,2023-06-02,40.41,40.41,Aya Khoury,36,Qatar,2021-01-17,Juice_461,Food,40.41,Mona Qasem,Sales,2020-09-06,6
1498,747,815,37,3,2023-08-15,743.86,2231.58,Rania Khoury,36,Qatar,2023-02-17,Bed_815,Furniture,743.86,Aya Shami,IT,2022-05-24,8
1499,149,411,212,3,2021-01-24,22.2,66.6,Rania Ayoub,40,Saudi Arabia,2022-07-02,Juice_411,Food,22.2,Farah Masri,Management,2021-02-20,1
1500,1858,691,12,2,2021-12-15,59.23,118.46,Hassan Omari,32,Saudi Arabia,2021-08-03,Novel_691,Books,59.23,Hassan Shami,Management,2020-08-01,12
1501,438,916,84,4,2022-03-24,356.56,1426.24,Rania Darwish,21,Qatar,2021-01-13,Chair_916,Furniture,356.56,Salma Masri,Sales,2018-11-29,3
1502,155,525,94,2,2021-07-04,31.77,63.54,Ali Haddad,37,Jordan,2021-05-18,Juice_525,Food,31.77,Sara Qasem,Sales,2019-10-20,7
1503,1702,447,207,1,2022-03-01,6.45,6.45,Farah Haddad,39,Qatar,2022-02-10,Burger_447,Food,6.45,Omar Darwish,HR,2022-01-03,3
1504,1114,300,38,1,2021-01-25,100.55,100.55,Ahmad Barakat,39,Saudi Arabia,2020-03-14,Dress_300,Clothing,100.55,Majed Hammad,Management,2023-09-28,1
1505,1722,408,203,2,2023-05-31,15.15,30.3,Mona Qasem,32,Egypt,2020-10-11,Pasta_408,Food,15.15,Huda Barakat,Sales,2017-03-30,5
1506,1854,637,270,2,2022-06-25,49.75,99.5,Noor Khoury,44,Saudi Arabia,2021-06-05,History Book_637,Books,49.75,Sara Al-Momani,HR,2016-04-10,6
1507,358,375,75,2,2021-11-21,118.36,236.72,Zain Shami,32,Jordan,2020-03-09,Jeans_375,Clothing,118.36,Majed Hammad,Sales,2018-03-11,11
1508,1198,233,128,1,2022-01-27,73.05,73.05,Mona Ayoub,40,Jordan,2022-11-07,Shoes_233,Clothing,73.05,Salma Khoury,HR,2021-08-05,1
1509,1241,763,152,1,2021-09-21,62.88,62.88,Farah Haddad,31,Jordan,2023-11-07,Science Book_763,Books,62.88,Majed Al-Smadi,Management,2018-05-11,9
1510,1931,899,10,2,2021-04-04,649.48,1298.96,Aya Saleh,22,Saudi Arabia,2020-01-11,Table_899,Furniture,649.48,Rania Hammad,IT,2018-04-17,4
1511,456,638,38,3,2021-04-28,66.9,200.7,Lina Omari,27,Saudi Arabia,2020-07-17,Novel_638,Books,66.9,Majed Hammad,Management,2023-09-28,4
1512,776,747,105,4,2021-04-12,27.64,110.56,Farah Khoury,19,Saudi Arabia,2023-04-10,Science Book_747,Books,27.64,Rania Al-Momani,Support,2018-07-02,4
1513,1633,650,165,4,2022-07-09,63.76,255.04,Farah Haddad,28,Saudi Arabia,2020-03-16,Science Book_650,Books,63.76,Yousef Darwish,Sales,2018-03-23,7
1514,629,961,32,2,2021-06-22,791.75,1583.5,Lina Darwish,35,Saudi Arabia,2023-04-16,Desk_961,Furniture,791.75,Omar Ayoub,IT,2020-02-26,6
1515,1223,49,212,3,2021-10-20,1238.0,3714.0,Noor Qasem,41,Saudi Arabia,2020-10-09,Printer_49,Electronics,1238.0,Farah Masri,Management,2021-02-20,10
1516,832,892,14,4,2021-05-28,736.07,2944.28,Majed Masri,25,Saudi Arabia,2022-02-03,Sofa_892,Furniture,736.07,Sara Barakat,Sales,2020-08-29,5
1517,486,186,230,3,2021-07-07,1034.63,3103.89,Sara Barakat,20,Jordan,2020-10-28,Tablet_186,Electronics,1034.63,Lina Ayoub,Sales,2021-11-21,7
1518,533,205,132,4,2021-09-19,113.77,455.08,Majed Masri,34,UAE,2021-08-08,Shoes_205,Clothing,113.77,Majed Khoury,IT,2021-05-25,9
1519,200,78,152,4,2023-02-26,1099.28,4397.12,Hassan Masri,23,Jordan,2020-11-22,Headphones_78,Electronics,1099.28,Majed Al-Smadi,Management,2018-05-11,2
1520,371,481,96,1,2021-04-02,6.12,6.12,Ali Khoury,35,Saudi Arabia,2023-01-25,Salad_481,Food,6.12,Ahmad Najjar,Sales,2019-01-03,4
1521,1014,386,10,3,2021-06-07,31.99,95.97,Lina Darwish,28,Egypt,2020-12-07,T-Shirt_386,Clothing,31.99,Rania Hammad,IT,2018-04-17,6
1522,1983,194,16,4,2021-11-11,222.71,890.84,Tariq Ayoub,28,Jordan,2021-12-24,Printer_194,Electronics,222.71,Sara Saleh,Sales,2021-01-30,11
1523,853,103,167,3,2023-09-03,1762.86,5288.58,Rami Khoury,28,Jordan,2020-05-13,Smartphone_103,Electronics,1762.86,Lina Masri,Support,2015-07-14,9
1524,1472,617,96,2,2022-02-22,56.98,113.96,Ali Qasem,28,Jordan,2022-06-05,History Book_617,Books,56.98,Ahmad Najjar,Sales,2019-01-03,2
1525,248,376,18,2,2022-11-26,118.78,237.56,Ahmad Barakat,28,Saudi Arabia,2021-11-28,Jacket_376,Clothing,118.78,Sara Al-Momani,HR,2024-01-29,11
1526,788,287,7,3,2021-06-23,118.99,356.97,Zain Najjar,39,UAE,2022-04-26,Jeans_287,Clothing,118.99,Tariq Shami,Support,2023-11-22,6
1527,264,836,184,4,2021-03-02,181.6,726.4,Zain Najjar,24,Saudi Arabia,2023-09-18,Desk_836,Furniture,181.6,Rania Masri,Sales,2021-05-09,3
1528,1082,482,245,2,2022-09-22,31.56,63.12,Zain Haddad,31,Saudi Arabia,2022-10-12,Salad_482,Food,31.56,Zain Barakat,Sales,2023-05-16,9
1529,1326,723,82,2,2023-09-12,19.95,39.9,Mona Saleh,18,Egypt,2023-05-20,Novel_723,Books,19.95,Rania Al-Momani,Support,2024-05-21,9
1530,31,250,131,4,2021-11-30,114.33,457.32,Yousef Omari,28,Jordan,2020-09-30,Jeans_250,Clothing,114.33,Hassan Ayoub,IT,2019-03-28,11
1531,1522,805,129,2,2021-07-05,444.52,889.04,Ahmad Shami,40,Egypt,2020-03-26,Sofa_805,Furniture,444.52,Rania Shami,Sales,2015-04-02,7
1532,1273,201,289,2,2021-01-28,105.11,210.22,Huda Qasem,24,Jordan,2020-04-18,Jeans_201,Clothing,105.11,Lina Khoury,Sales,2015-04-30,1
1533,605,536,74,4,2023-01-01,28.61,114.44,Ahmad Omari,39,UAE,2020-04-28,Salad_536,Food,28.61,Hassan Darwish,HR,2023-08-06,1
1534,1801,461,59,3,2021-03-01,40.41,121.23,Huda Darwish,54,Egypt,2022-07-17,Juice_461,Food,40.41,Yousef Qasem,HR,2020-04-08,3
1535,1295,300,72,3,2021-11-02,100.55,301.65,Noor Darwish,35,Saudi Arabia,2021-04-04,Dress_300,Clothing,100.55,Aya Hammad,HR,2022-08-02,11
1536,1630,478,160,4,2022-02-04,40.04,160.16,Sara Omari,43,Egypt,2022-04-09,Burger_478,Food,40.04,Zain Hammad,Sales,2015-11-05,2
1537,1690,83,87,4,2021-04-12,285.88,1143.52,Salma Darwish,32,UAE,2023-08-21,Camera_83,Electronics,285.88,Aya Al-Smadi,Sales,2021-07-19,4
1538,1418,809,17,3,2021-11-24,542.55,1627.65,Salma Shami,37,UAE,2022-02-06,Sofa_809,Furniture,542.55,Mona Khoury,Sales,2018-11-08,11
1539,1821,458,89,4,2021-05-26,32.52,130.08,Huda Masri,33,Jordan,2023-06-13,Salad_458,Food,32.52,Farah Barakat,Sales,2023-08-01,5
1540,502,691,149,3,2022-02-27,59.23,177.69,Mona Al-Smadi,54,Jordan,2023-05-03,Novel_691,Books,59.23,Ahmad Omari,Support,2018-10-22,2
1541,1616,298,6,3,2023-07-04,157.83,473.49,Noor Darwish,66,Jordan,2020-10-13,Dress_298,Clothing,157.83,Noor Najjar,HR,2020-07-09,7
1542,1828,364,84,1,2021-11-28,55.94,55.94,Noor Shami,49,Saudi Arabia,2022-09-14,Jeans_364,Clothing,55.94,Salma Masri,Sales,2018-11-29,11
1543,1108,718,84,2,2021-09-22,50.34,100.68,Farah Saleh,24,Jordan,2022-10-15,Children Book_718,Books,50.34,Salma Masri,Sales,2018-11-29,9
1544,1389,40,250,4,2022-01-20,1086.8,4347.2,Majed Qasem,35,Saudi Arabia,2021-08-24,Monitor_40,Electronics,1086.8,Farah Haddad,HR,2019-11-19,1
1545,886,816,154,1,2023-08-23,131.37,131.37,Farah Barakat,53,Saudi Arabia,2020-03-17,Sofa_816,Furniture,131.37,Majed Al-Smadi,Sales,2019-11-21,8
1546,549,625,72,3,2023-04-28,14.99,44.97,Ahmad Khoury,38,Qatar,2023-06-20,Biography_625,Books,14.99,Aya Hammad,HR,2022-08-02,4
1547,1366,340,109,4,2023-07-11,59.98,239.92,Lina Shami,33,Qatar,2022-01-03,T-Shirt_340,Clothing,59.98,Tariq Khoury,HR,2015-09-26,7
1548,839,516,112,2,2021-05-04,7.2,14.4,Zain Shami,44,Jordan,2020-01-09,Burger_516,Food,7.2,Zain Haddad,IT,2018-10-14,5
1549,1431,998,172,3,2021-02-23,530.64,1591.92,Rania Saleh,38,Jordan,2020-12-08,Desk_998,Furniture,530.64,Noor Al-Momani,Management,2017-07-14,2
1550,1449,108,187,1,2021-07-27,491.6,491.6,Majed Najjar,47,Jordan,2020-05-27,Laptop_108,Electronics,491.6,Rania Omari,Support,2020-04-30,7
1551,1768,316,285,3,2021-09-03,122.69,368.07,Ahmad Haddad,33,Jordan,2021-06-12,T-Shirt_316,Clothing,122.69,Salma Shami,IT,2017-04-07,9
1552,1117,114,273,4,2023-02-10,1546.21,6184.84,Mona Rabie,59,Saudi Arabia,2020-01-01,Tablet_114,Electronics,1546.21,Majed Al-Momani,Sales,2015-04-24,2
1553,848,167,18,2,2022-09-04,1449.06,2898.12,Khaled Saleh,59,Qatar,2022-02-24,Printer_167,Electronics,1449.06,Sara Al-Momani,HR,2024-01-29,9
1554,614,261,168,3,2022-08-24,138.43,415.29,Tariq Al-Smadi,23,Jordan,2022-01-24,Dress_261,Clothing,138.43,Mona Qasem,Sales,2018-05-02,8
1555,412,618,82,4,2021-08-31,20.45,81.8,Tariq Omari,23,Egypt,2020-06-28,Science Book_618,Books,20.45,Rania Al-Momani,Support,2024-05-21,8
1556,432,224,75,4,2022-05-20,42.65,170.6,Rami Rabie,18,Qatar,2023-09-15,T-Shirt_224,Clothing,42.65,Majed Hammad,Sales,2018-03-11,5
1557,678,262,249,3,2022-06-05,132.31,396.93,Huda Al-Momani,52,Egypt,2023-10-18,Shoes_262,Clothing,132.31,Tariq Al-Momani,Sales,2024-06-19,6
1558,159,251,131,2,2023-02-10,157.83,315.66,Zain Omari,23,Jordan,2022-04-23,Dress_251,Clothing,157.83,Hassan Ayoub,IT,2019-03-28,2
1559,14,526,201,4,2022-06-01,12.98,51.92,Majed Khoury,18,UAE,2022-10-04,Chocolate_526,Food,12.98,Huda Omari,Sales,2021-01-20,6
1560,373,710,296,1,2022-01-30,22.59,22.59,Yousef Shami,49,Jordan,2021-11-23,Children Book_710,Books,22.59,Omar Haddad,Sales,2016-12-21,1
1561,225,126,68,1,2023-08-31,387.07,387.07,Noor Masri,30,Egypt,2023-02-28,Laptop_126,Electronics,387.07,Huda Shami,Sales,2020-07-19,8
1562,1529,206,20,2,2021-04-28,106.62,213.24,Ali Qasem,30,Saudi Arabia,2020-06-23,Jacket_206,Clothing,106.62,Lina Omari,Sales,2021-02-16,4
1563,1097,140,271,2,2021-10-03,1275.65,2551.3,Ali Masri,35,UAE,2021-04-26,Camera_140,Electronics,1275.65,Huda Saleh,HR,2016-09-06,10
1564,1273,62,93,1,2021-03-04,673.13,673.13,Huda Qasem,24,Jordan,2020-04-18,Camera_62,Electronics,673.13,Tariq Hammad,Management,2016-02-03,3
1565,511,283,133,2,2021-11-22,123.78,247.56,Majed Hammad,37,Jordan,2023-02-04,Scarf_283,Clothing,123.78,Ahmad Qasem,Sales,2019-05-18,11
1566,603,54,295,1,2022-04-21,1596.63,1596.63,Zain Al-Smadi,43,Saudi Arabia,2021-01-29,Monitor_54,Electronics,1596.63,Sara Shami,Sales,2021-03-05,4
1567,216,346,296,3,2022-07-21,110.33,330.99,Omar Najjar,42,Saudi Arabia,2021-10-13,Dress_346,Clothing,110.33,Omar Haddad,Sales,2016-12-21,7
1568,1997,524,135,1,2022-02-21,34.74,34.74,Omar Rabie,34,Saudi Arabia,2023-02-19,Chocolate_524,Food,34.74,Omar Darwish,Management,2021-06-03,2
1569,1626,136,33,2,2021-03-09,1954.97,3909.94,Aya Ayoub,45,Saudi Arabia,2023-07-17,Headphones_136,Electronics,1954.97,Khaled Ayoub,Management,2015-05-28,3
1570,1565,330,293,3,2022-05-11,187.16,561.48,Ahmad Al-Smadi,42,Jordan,2022-01-01,Shoes_330,Clothing,187.16,Lina Omari,Management,2018-02-11,5
1571,1971,144,32,2,2021-01-30,1836.06,3672.12,Ali Qasem,40,Jordan,2023-06-13,Tablet_144,Electronics,1836.06,Omar Ayoub,IT,2020-02-26,1
1572,1841,436,43,1,2022-02-22,6.18,6.18,Huda Masri,33,Jordan,2023-11-29,Burger_436,Food,6.18,Hassan Haddad,Support,2019-10-31,2
1573,1963,282,292,3,2022-10-11,154.3,462.9,Majed Hammad,40,Jordan,2021-08-08,Dress_282,Clothing,154.3,Huda Al-Smadi,Sales,2024-01-05,10
1574,988,136,281,4,2021-08-28,1954.97,7819.88,Mona Khoury,43,Jordan,2020-07-13,Headphones_136,Electronics,1954.97,Majed Masri,Sales,2019-11-22,8
1575,1244,489,108,1,2023-07-25,33.53,33.53,Salma Masri,24,Jordan,2020-09-28,Salad_489,Food,33.53,Zain Darwish,Sales,2022-09-19,7
1576,840,813,96,3,2023-06-27,296.55,889.65,Tariq Saleh,32,Saudi Arabia,2023-07-07,Bed_813,Furniture,296.55,Ahmad Najjar,Sales,2019-01-03,6
1577,727,733,66,4,2021-01-20,42.82,171.28,Tariq Shami,35,Egypt,2022-03-06,Novel_733,Books,42.82,Omar Saleh,Sales,2019-05-23,1
1578,1245,852,9,2,2021-10-03,580.55,1161.1,Hassan Masri,28,Saudi Arabia,2023-12-25,Bed_852,Furniture,580.55,Lina Shami,IT,2017-04-07,10
1579,1413,721,230,1,2022-07-22,17.92,17.92,Ahmad Al-Smadi,39,Saudi Arabia,2023-01-11,Science Book_721,Books,17.92,Lina Ayoub,Sales,2021-11-21,7
1580,554,915,221,3,2023-09-14,148.62,445.86,Aya Al-Momani,37,UAE,2020-03-20,Sofa_915,Furniture,148.62,Yousef Haddad,IT,2017-05-22,9
1581,1671,401,278,4,2022-08-24,20.61,82.44,Zain Hammad,32,Saudi Arabia,2022-01-04,Pizza_401,Food,20.61,Khaled Ayoub,Sales,2020-03-16,8
1582,1066,871,99,3,2022-11-23,836.02,2508.06,Noor Saleh,23,UAE,2021-05-24,Sofa_871,Furniture,836.02,Huda Omari,IT,2015-08-20,11
1583,676,892,271,3,2021-04-14,736.07,2208.21,Tariq Al-Smadi,27,Jordan,2022-08-13,Sofa_892,Furniture,736.07,Huda Saleh,HR,2016-09-06,4
1584,873,449,263,1,2021-09-10,15.01,15.01,Tariq Ayoub,21,UAE,2021-04-12,Salad_449,Food,15.01,Sara Rabie,Sales,2016-10-19,9
1585,283,635,164,2,2023-02-21,59.9,119.8,Huda Barakat,50,Saudi Arabia,2023-06-10,Biography_635,Books,59.9,Sara Qasem,Support,2017-05-26,2
1586,1082,628,16,4,2022-07-23,12.03,48.12,Zain Haddad,31,Saudi Arabia,2022-10-12,Biography_628,Books,12.03,Sara Saleh,Sales,2021-01-30,7
1587,1838,669,169,2,2022-10-30,67.54,135.08,Rami Najjar,36,Saudi Arabia,2022-05-11,Novel_669,Books,67.54,Aya Ayoub,Support,2021-06-07,10
1588,834,270,21,4,2023-03-16,167.96,671.84,Ali Haddad,27,Saudi Arabia,2021-10-21,Dress_270,Clothing,167.96,Huda Shami,Sales,2015-03-14,3
1589,537,17,28,3,2021-05-09,409.28,1227.84,Mona Shami,26,UAE,2021-06-24,Headphones_17,Electronics,409.28,Noor Saleh,Sales,2018-07-12,5
1590,1097,269,83,4,2021-11-08,153.83,615.32,Ali Masri,35,UAE,2021-04-26,Shoes_269,Clothing,153.83,Hassan Al-Smadi,Sales,2019-02-09,11
1591,1909,861,273,4,2022-08-05,309.69,1238.76,Aya Haddad,23,Saudi Arabia,2022-03-26,Wardrobe_861,Furniture,309.69,Majed Al-Momani,Sales,2015-04-24,8
1592,923,482,36,2,2022-02-21,31.56,63.12,Khaled Omari,36,Jordan,2023-06-29,Salad_482,Food,31.56,Majed Najjar,HR,2021-03-30,2
1593,1153,219,276,4,2022-04-02,36.45,145.8,Mona Haddad,28,Saudi Arabia,2023-01-26,Dress_219,Clothing,36.45,Aya Barakat,Sales,2024-04-11,4
1594,1623,319,233,1,2021-03-27,162.72,162.72,Omar Al-Momani,44,Jordan,2020-06-03,Jacket_319,Clothing,162.72,Yousef Omari,Sales,2019-11-12,3
1595,842,238,104,2,2023-05-17,184.61,369.22,Farah Al-Momani,41,Saudi Arabia,2021-04-08,Shoes_238,Clothing,184.61,Hassan Shami,IT,2022-04-08,5
1596,1450,545,6,2,2022-10-14,28.64,57.28,Majed Masri,35,Jordan,2023-11-06,Pasta_545,Food,28.64,Noor Najjar,HR,2020-07-09,10
1597,948,285,23,1,2022-05-28,96.87,96.87,Noor Al-Smadi,28,Jordan,2020-03-21,Scarf_285,Clothing,96.87,Yousef Qasem,Support,2015-05-10,5
1598,665,37,170,1,2021-07-28,840.85,840.85,Omar Masri,27,Jordan,2021-09-17,Camera_37,Electronics,840.85,Aya Ayoub,Management,2019-07-05,7
1599,1718,103,152,2,2023-03-13,1762.86,3525.72,Aya Hammad,36,Saudi Arabia,2022-09-14,Smartphone_103,Electronics,1762.86,Majed Al-Smadi,Management,2018-05-11,3
1600,1149,723,244,2,2023-09-19,19.95,39.9,Farah Rabie,50,Qatar,2021-11-30,Novel_723,Books,19.95,Noor Saleh,Management,2016-09-08,9
1601,67,430,241,2,2021-05-26,44.61,89.22,Ali Ayoub,34,Jordan,2021-03-01,Pasta_430,Food,44.61,Majed Haddad,Support,2020-03-09,5
1602,6,792,261,3,2022-01-18,76.53,229.59,Majed Saleh,32,Egypt,2022-02-09,Biography_792,Books,76.53,Hassan Ayoub,Sales,2018-03-21,1
1603,637,654,46,4,2022-07-08,65.47,261.88,Zain Haddad,43,Saudi Arabia,2021-08-06,Novel_654,Books,65.47,Hassan Darwish,Sales,2023-01-10,7
1604,314,239,273,1,2021-06-22,48.86,48.86,Zain Barakat,43,Jordan,2021-05-02,Shoes_239,Clothing,48.86,Majed Al-Momani,Sales,2015-04-24,6
1605,1350,741,75,3,2023-03-12,50.47,151.41,Salma Ayoub,32,Egypt,2021-11-07,History Book_741,Books,50.47,Majed Hammad,Sales,2018-03-11,3
1606,565,645,283,3,2021-09-09,65.21,195.63,Rami Qasem,47,UAE,2021-09-12,Science Book_645,Books,65.21,Salma Najjar,HR,2022-04-03,9
1607,1602,125,196,3,2022-07-05,1576.99,4730.97,Rania Saleh,48,UAE,2021-11-10,Camera_125,Electronics,1576.99,Farah Darwish,Management,2020-08-29,7
1608,826,565,23,4,2023-09-03,30.6,122.4,Farah Barakat,49,Saudi Arabia,2022-02-24,Juice_565,Food,30.6,Yousef Qasem,Support,2015-05-10,9
1609,506,600,87,3,2022-03-10,37.96,113.88,Hassan Omari,30,Jordan,2020-05-17,Salad_600,Food,37.96,Aya Al-Smadi,Sales,2021-07-19,3
1610,1106,610,121,2,2023-09-12,42.68,85.36,Lina Al-Smadi,24,Jordan,2021-10-09,Science Book_610,Books,42.68,Omar Saleh,IT,2021-05-15,9
1611,1623,882,149,1,2023-07-23,208.67,208.67,Omar Al-Momani,44,Jordan,2020-06-03,Sofa_882,Furniture,208.67,Ahmad Omari,Support,2018-10-22,7
1612,1026,607,150,4,2022-07-23,18.11,72.44,Zain Al-Smadi,39,Qatar,2023-10-21,Children Book_607,Books,18.11,Lina Najjar,Support,2016-11-13,7
1613,204,926,65,4,2022-04-08,278.88,1115.52,Huda Khoury,45,Saudi Arabia,2021-05-08,Bed_926,Furniture,278.88,Hassan Al-Momani,Support,2015-08-17,4
1614,662,188,160,2,2021-02-12,1718.38,3436.76,Majed Khoury,29,Saudi Arabia,2021-04-03,Laptop_188,Electronics,1718.38,Zain Hammad,Sales,2015-11-05,2
1615,805,888,284,1,2021-01-02,651.2,651.2,Lina Masri,30,Egypt,2020-12-28,Desk_888,Furniture,651.2,Ahmad Hammad,IT,2015-06-01,1
1616,404,256,82,3,2023-04-13,170.33,510.99,Ali Najjar,35,Saudi Arabia,2023-03-16,T-Shirt_256,Clothing,170.33,Rania Al-Momani,Support,2024-05-21,4
1617,1127,585,7,4,2022-04-21,30.69,122.76,Khaled Al-Momani,38,Saudi Arabia,2023-10-07,Burger_585,Food,30.69,Tariq Shami,Support,2023-11-22,4
1618,536,987,182,1,2023-09-12,762.18,762.18,Ali Darwish,35,Saudi Arabia,2022-04-21,Chair_987,Furniture,762.18,Farah Barakat,Sales,2018-01-24,9
1619,1392,924,14,4,2023-04-30,749.26,2997.04,Farah Shami,28,Saudi Arabia,2022-12-22,Table_924,Furniture,749.26,Sara Barakat,Sales,2020-08-29,4
1620,1236,874,183,1,2022-09-28,156.8,156.8,Ali Al-Smadi,51,Egypt,2021-02-15,Table_874,Furniture,156.8,Yousef Darwish,Sales,2015-10-03,9
1621,577,794,44,1,2021-10-24,16.05,16.05,Huda Shami,37,UAE,2021-07-05,Novel_794,Books,16.05,Rami Barakat,Sales,2016-07-04,10
1622,1985,530,174,1,2022-10-31,21.59,21.59,Hassan Najjar,44,Jordan,2022-03-20,Pasta_530,Food,21.59,Noor Ayoub,Sales,2023-05-01,10
1623,1233,676,14,2,2023-09-23,72.11,144.22,Huda Barakat,34,Jordan,2023-02-07,Biography_676,Books,72.11,Sara Barakat,Sales,2020-08-29,9
1624,763,392,300,4,2021-06-21,37.93,151.72,Ali Omari,60,UAE,2021-04-02,Scarf_392,Clothing,37.93,Lina Darwish,Sales,2023-02-07,6
1625,1921,658,73,3,2021-01-01,78.17,234.51,Hassan Hammad,18,Egypt,2021-11-24,Biography_658,Books,78.17,Hassan Shami,HR,2018-12-15,1
1626,117,468,223,2,2021-03-03,39.43,78.86,Khaled Masri,34,Saudi Arabia,2023-04-07,Chocolate_468,Food,39.43,Sara Haddad,Sales,2024-03-28,3
1627,628,826,2,3,2023-08-14,530.33,1590.99,Sara Saleh,33,Jordan,2022-08-29,Bed_826,Furniture,530.33,Noor Rabie,HR,2022-05-31,8
1628,749,253,210,2,2023-08-02,93.76,187.52,Omar Haddad,28,Saudi Arabia,2021-08-24,Jacket_253,Clothing,93.76,Yousef Al-Momani,HR,2022-07-13,8
1629,1502,672,261,2,2022-05-09,57.99,115.98,Farah Rabie,29,Jordan,2022-08-28,Novel_672,Books,57.99,Hassan Ayoub,Sales,2018-03-21,5
